generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,93,9,2.06,871.7
G2,93,10,6.96,939.57
G2,94,1,1.73,312.1
G2,94,2,1.73,376.5
G2,94,3,1.73,440.9
G2,94,4,1.73,505.3
G2,94,5,1.73,569.7
G2,94,6,1.73,634.1
G2,94,7,1.73,698.5
G2,94,8,1.73,762.9
G2,94,9,1.73,827.3
G2,94,10,6.83,891.69
G2,95,1,1.59,289.6
G2,95,2,1.59,349.3
G2,95,3,1.59,409.1
G2,95,4,1.59,468.8
G2,95,5,1.59,528.6
G2,95,6,1.59,588.3
G2,95,7,1.59,648.1
G2,95,8,1.59,707.8
G2,95,9,1.59,767.6
G2,95,10,4.19,827.34
G2,96,1,1.33,285.0
G2,96,2,1.33,343.8
G2,96,3,1.33,402.7
G2,96,4,1.33,461.5
G2,96,5,1.33,520.3
G2,96,6,1.33,579.1
G2,96,7,1.33,637.9
G2,96,8,1.33,696.7
G2,96,9,1.33,755.5
G2,96,10,3.73,814.36
