generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,93,8,2.36,864.3
G2,93,9,2.36,937.3
G2,93,10,7.86,1010.23
G2,94,1,2.00,332.2
G2,94,2,2.00,400.7
G2,94,3,2.00,469.3
G2,94,4,2.00,537.8
G2,94,5,2.00,606.4
G2,94,6,2.00,674.9
G2,94,7,2.00,743.4
G2,94,8,2.00,812.0
G2,94,9,2.00,880.5
G2,94,10,7.20,949.07
G2,95,1,1.66,323.1
G2,95,2,1.66,389.7
G2,95,3,1.66,456.4
G2,95,4,1.66,523.1
G2,95,5,1.66,589.7
G2,95,6,1.66,656.4
G2,95,7,1.66,723.0
G2,95,8,1.66,789.7
G2,95,9,1.66,856.4
G2,95,10,6.86,923.04
G2,96,1,1.44,322.9
G2,96,2,1.44,389.5
G2,96,3,1.44,456.2
G2,96,4,1.44,522.8
G2,96,5,1.44,589.4
G2,96,6,1.44,656.1
G2,96,7,1.44,722.7
G2,96,8,1.44,789.3
G2,96,9,1.44,856.0
G2,96,10,4.74,922.61
