generator_id,time_slot,segment_no,quantity_mw,price_yuan_per_mwh
G2,93,9,2.38,929.3
G2,93,10,6.28,1001.66
G2,94,1,2.06,345.4
G2,94,2,2.06,416.6
G2,94,3,2.06,487.9
G2,94,4,2.06,559.1
G2,94,5,2.06,630.4
G2,94,6,2.06,701.7
G2,94,7,2.06,772.9
G2,94,8,2.06,844.2
G2,94,9,2.06,915.5
G2,94,10,5.56,986.72
G2,95,1,1.69,321.4
G2,95,2,1.69,387.7
G2,95,3,1.69,454.0
G2,95,4,1.69,520.4
G2,95,5,1.69,586.7
G2,95,6,1.69,653.0
G2,95,7,1.69,719.3
G2,95,8,1.69,785.6
G2,95,9,1.69,852.0
G2,95,10,5.39,918.27
G2,96,1,1.29,326.8
G2,96,2,1.29,394.2
G2,96,3,1.29,461.6
G2,96,4,1.29,529.1
G2,96,5,1.29,596.5
G2,96,6,1.29,663.9
G2,96,7,1.29,731.4
G2,96,8,1.29,798.8
G2,96,9,1.29,866.2
G2,96,10,6.49,933.64
